date,land,date,iso_code,confirmed_change,confirmed,confirmed_active_cases,confirmed_change_per_100k,confirmed_change_pct_3w,confirmed_doubling_days_3w_avg3,dead_change,dead,dead_change_per_100k,dead_doubling_days
2020-05-17,Bremen,2020-05-17,HB,14.0,1164,269.0,2.05,0.032,16.0,0.0,37,0.0,100.0
2020-03-18,Brandenburg,2020-03-18,BB,,92,,,,,,0,,0.0
2020-03-19,Brandenburg,2020-03-19,BB,42.0,134,,1.672,,,0.0,0,0.0,0.0
2020-03-20,Brandenburg,2020-03-20,BB,58.0,192,,2.309,,0.0,0.0,0,0.0,0.0
2020-03-21,Brandenburg,2020-03-21,BB,62.0,254,,2.468,,0.0,0.0,0,0.0,0.0
2020-03-22,Brandenburg,2020-03-22,BB,20.0,274,,0.796,,0.0,0.0,0,0.0,0.0
2020-03-23,Brandenburg,2020-03-23,BB,14.0,288,,0.557,,0.0,0.0,0,0.0,0.0
2020-03-24,Brandenburg,2020-03-24,BB,55.0,343,,2.19,,0.0,0.0,0,0.0,0.0
2020-03-25,Brandenburg,2020-03-25,BB,86.0,429,,3.424,,0.0,0.0,0,0.0,0.0
2020-03-26,Brandenburg,2020-03-26,BB,48.0,477,,1.911,,0.0,1.0,1,0.04,0.0
2020-03-27,Brandenburg,2020-03-27,BB,60.0,537,,2.389,,0.0,0.0,1,0.0,100.0
2020-03-28,Brandenburg,2020-03-28,BB,108.0,645,,4.3,,0.0,0.0,1,0.0,100.0
2020-03-29,Brandenburg,2020-03-29,BB,76.0,721,,3.026,,0.0,0.0,1,0.0,100.0
2020-03-30,Brandenburg,2020-03-30,BB,40.0,761,669.0,1.592,,0.0,1.0,2,0.04,1.0
2020-03-31,Brandenburg,2020-03-31,BB,37.0,798,664.0,1.473,,0.0,0.0,2,0.0,100.0
2020-04-01,Brandenburg,2020-04-01,BB,83.0,881,689.0,3.304,,0.0,2.0,4,0.08,1.0
2020-04-02,Brandenburg,2020-04-02,BB,114.0,995,741.0,4.538,,0.0,3.0,7,0.119,1.239
2020-04-03,Brandenburg,2020-04-03,BB,80.0,1075,801.0,3.185,,0.0,2.0,9,0.08,2.758
2020-04-04,Brandenburg,2020-04-04,BB,136.0,1211,923.0,5.414,,0.0,3.0,12,0.119,2.409
2020-04-05,Brandenburg,2020-04-05,BB,94.0,1305,962.0,3.742,,0.0,5.0,17,0.199,1.99
2020-04-06,Brandenburg,2020-04-06,BB,40.0,1345,916.0,1.592,,0.0,2.0,19,0.08,6.232
2020-04-07,Brandenburg,2020-04-07,BB,39.0,1384,907.0,1.553,,0.0,1.0,20,0.04,13.513
2020-04-08,Brandenburg,2020-04-08,BB,88.0,1472,935.0,3.503,,0.0,2.0,22,0.08,7.272
2020-04-09,Brandenburg,2020-04-09,BB,106.0,1578,933.0,4.22,0.077,2.0,8.0,30,0.318,2.235
2020-04-10,Brandenburg,2020-04-10,BB,113.0,1691,970.0,4.499,0.078,7.0,7.0,37,0.279,3.305
2020-04-11,Brandenburg,2020-04-11,BB,73.0,1764,1003.0,2.906,0.049,11.0,0.0,37,0.0,100.0
2020-04-12,Brandenburg,2020-04-12,BB,93.0,1857,1059.0,3.702,0.062,12.0,1.0,38,0.04,25.992
2020-04-13,Brandenburg,2020-04-13,BB,23.0,1880,999.0,0.916,0.015,21.0,0.0,38,0.0,100.0
2020-04-14,Brandenburg,2020-04-14,BB,36.0,1916,921.0,1.433,0.023,35.0,2.0,40,0.08,13.513
2020-04-15,Brandenburg,2020-04-15,BB,34.0,1950,875.0,1.354,0.022,36.0,2.0,42,0.08,14.207
2020-04-16,Brandenburg,2020-04-16,BB,108.0,2058,847.0,4.3,0.071,26.0,12.0,54,0.478,2.758
2020-04-17,Brandenburg,2020-04-17,BB,62.0,2120,815.0,2.468,0.039,18.0,6.0,60,0.239,6.579
2020-04-18,Brandenburg,2020-04-18,BB,41.0,2161,816.0,1.632,0.026,18.0,2.0,62,0.08,21.139
2020-04-19,Brandenburg,2020-04-19,BB,60.0,2221,837.0,2.389,0.04,23.0,4.0,66,0.159,11.087
2020-04-20,Brandenburg,2020-04-20,BB,17.0,2238,766.0,0.677,0.011,31.0,0.0,66,0.0,100.0
2020-04-21,Brandenburg,2020-04-21,BB,37.0,2275,697.0,1.473,0.025,42.0,1.0,67,0.04,46.093
2020-04-22,Brandenburg,2020-04-22,BB,114.0,2389,698.0,4.538,0.077,32.0,7.0,74,0.279,6.975
2020-04-23,Brandenburg,2020-04-23,BB,58.0,2447,683.0,2.309,0.038,16.0,10.0,84,0.398,5.468
2020-04-24,Brandenburg,2020-04-24,BB,89.0,2536,679.0,3.543,0.061,14.0,6.0,90,0.239,10.047
2020-04-25,Brandenburg,2020-04-25,BB,91.0,2627,747.0,3.623,0.062,13.0,7.0,97,0.279,9.254
2020-04-26,Brandenburg,2020-04-26,BB,67.0,2694,778.0,2.667,0.047,12.0,3.0,100,0.119,22.757
2020-04-27,Brandenburg,2020-04-27,BB,27.0,2721,771.0,1.075,0.019,19.0,0.0,100,0.0,100.0
2020-04-28,Brandenburg,2020-04-28,BB,26.0,2747,689.0,1.035,0.019,31.0,6.0,106,0.239,11.896
2020-04-29,Brandenburg,2020-04-29,BB,21.0,2768,648.0,0.836,0.015,39.0,3.0,109,0.119,24.836
2020-04-30,Brandenburg,2020-04-30,BB,63.0,2831,670.0,2.508,0.049,36.0,4.0,113,0.159,19.233
2020-05-01,Brandenburg,2020-05-01,BB,41.0,2872,651.0,1.632,0.033,24.0,7.0,120,0.279,11.532
2020-05-02,Brandenburg,2020-05-02,BB,14.0,2886,648.0,0.557,0.012,29.0,2.0,122,0.08,41.934
2020-05-03,Brandenburg,2020-05-03,BB,19.0,2905,630.0,0.756,0.017,45.0,0.0,122,0.0,100.0
2020-05-04,Brandenburg,2020-05-04,BB,9.0,2914,525.0,0.358,0.009,56.0,0.0,122,0.0,100.0
2020-05-05,Brandenburg,2020-05-05,BB,26.0,2940,493.0,1.035,0.025,58.0,1.0,123,0.04,84.91
2020-05-06,Brandenburg,2020-05-06,BB,29.0,2969,433.0,1.155,0.028,40.0,4.0,127,0.159,21.659
2020-05-07,Brandenburg,2020-05-07,BB,30.0,2999,372.0,1.194,0.029,25.0,2.0,129,0.08,44.36
2020-05-08,Brandenburg,2020-05-08,BB,38.0,3037,343.0,1.513,0.04,23.0,2.0,131,0.08,45.054
2020-05-09,Brandenburg,2020-05-09,BB,61.0,3098,377.0,2.428,0.067,17.0,2.0,133,0.08,45.747
2020-05-10,Brandenburg,2020-05-10,BB,3.0,3101,354.0,0.119,0.003,35.0,1.0,134,0.04,92.535
2020-05-11,Brandenburg,2020-05-11,BB,5.0,3106,338.0,0.199,0.006,78.0,0.0,134,0.0,100.0
2020-05-12,Brandenburg,2020-05-12,BB,5.0,3111,280.0,0.199,0.006,100.0,2.0,136,0.08,46.787
2020-05-13,Brandenburg,2020-05-13,BB,14.0,3125,253.0,0.557,0.017,85.0,1.0,137,0.04,94.614
2020-05-14,Brandenburg,2020-05-14,BB,10.0,3135,249.0,0.398,0.014,59.0,1.0,138,0.04,95.307
2020-05-15,Brandenburg,2020-05-15,BB,23.0,3158,253.0,0.916,0.033,41.0,10.0,148,0.398,9.908
2020-05-16,Brandenburg,2020-05-16,BB,11.0,3169,255.0,0.438,0.018,33.0,1.0,149,0.04,100.0
2020-05-17,Brandenburg,2020-05-17,BB,2.0,3171,231.0,0.08,0.004,50.0,0.0,149,0.0,100.0
2020-03-18,Berlin,2020-03-18,BE,,391,,,,,,0,,0.0
2020-03-19,Berlin,2020-03-19,BE,182.0,573,,4.993,,,0.0,0,0.0,0.0
2020-03-20,Berlin,2020-03-20,BE,158.0,731,,4.335,,0.0,0.0,0,0.0,0.0
2020-03-21,Berlin,2020-03-21,BE,135.0,866,,3.704,,0.0,1.0,1,0.027,0.0
2020-03-22,Berlin,2020-03-22,BE,158.0,1024,,4.335,,0.0,0.0,1,0.0,100.0
2020-03-23,Berlin,2020-03-23,BE,53.0,1077,,1.454,,0.0,0.0,1,0.0,100.0
2020-03-24,Berlin,2020-03-24,BE,143.0,1220,,3.923,,0.0,0.0,1,0.0,100.0
2020-03-25,Berlin,2020-03-25,BE,208.0,1428,,5.707,,0.0,-1.0,0,-0.027,0.0
2020-03-26,Berlin,2020-03-26,BE,228.0,1656,,6.255,,0.0,4.0,4,0.11,0.0
2020-03-27,Berlin,2020-03-27,BE,299.0,1955,,8.203,,0.0,4.0,8,0.11,1.0
2020-03-28,Berlin,2020-03-28,BE,206.0,2161,,5.652,,0.0,0.0,8,0.0,100.0
2020-03-29,Berlin,2020-03-29,BE,199.0,2360,,5.46,,0.0,1.0,9,0.027,5.885
2020-03-30,Berlin,2020-03-30,BE,104.0,2464,2073.0,2.853,,0.0,2.0,11,0.055,3.454
2020-03-31,Berlin,2020-03-31,BE,111.0,2575,2002.0,3.045,,0.0,2.0,13,0.055,4.149
2020-04-01,Berlin,2020-04-01,BE,179.0,2754,2023.0,4.911,,0.0,3.0,16,0.082,3.338
2020-04-02,Berlin,2020-04-02,BE,216.0,2970,2104.0,5.926,,0.0,3.0,19,0.082,4.033
2020-04-03,Berlin,2020-04-03,BE,232.0,3202,2178.0,6.365,,0.0,1.0,20,0.027,13.513
2020-04-04,Berlin,2020-04-04,BE,269.0,3471,2394.0,7.38,,0.0,2.0,22,0.055,7.272
2020-04-05,Berlin,2020-04-05,BE,142.0,3613,2393.0,3.896,,0.0,2.0,24,0.055,7.966
2020-04-06,Berlin,2020-04-06,BE,57.0,3670,2242.0,1.564,,0.0,2.0,26,0.055,8.66
2020-04-07,Berlin,2020-04-07,BE,175.0,3845,2189.0,4.801,,0.0,2.0,28,0.055,9.353
2020-04-08,Berlin,2020-04-08,BE,183.0,4028,2073.0,5.021,,0.0,4.0,32,0.11,5.191
2020-04-09,Berlin,2020-04-09,BE,174.0,4202,2041.0,4.774,0.048,4.0,5.0,37,0.137,4.774
2020-04-10,Berlin,2020-04-10,BE,147.0,4349,1989.0,4.033,0.041,12.0,5.0,42,0.137,5.468
2020-04-11,Berlin,2020-04-11,BE,109.0,4458,1994.0,2.991,0.03,18.0,4.0,46,0.11,7.619
2020-04-12,Berlin,2020-04-12,BE,109.0,4567,1992.0,2.991,0.03,22.0,4.0,50,0.11,8.313
2020-04-13,Berlin,2020-04-13,BE,34.0,4601,1847.0,0.933,0.01,36.0,1.0,51,0.027,35.003
2020-04-14,Berlin,2020-04-14,BE,67.0,4668,1698.0,1.838,0.019,51.0,5.0,56,0.137,7.411
2020-04-15,Berlin,2020-04-15,BE,54.0,4722,1520.0,1.482,0.016,48.0,6.0,62,0.165,6.81
2020-04-16,Berlin,2020-04-16,BE,126.0,4848,1377.0,3.457,0.038,36.0,12.0,74,0.329,3.918
2020-04-17,Berlin,2020-04-17,BE,97.0,4945,1332.0,2.661,0.03,26.0,10.0,84,0.274,5.468
2020-04-18,Berlin,2020-04-18,BE,121.0,5066,1396.0,3.32,0.04,21.0,7.0,91,0.192,8.66
2020-04-19,Berlin,2020-04-19,BE,93.0,5159,1314.0,2.552,0.032,20.0,1.0,92,0.027,63.422
2020-04-20,Berlin,2020-04-20,BE,37.0,5196,1168.0,1.015,0.013,29.0,2.0,94,0.055,32.23
2020-04-21,Berlin,2020-04-21,BE,41.0,5237,1035.0,1.125,0.015,44.0,3.0,97,0.082,22.063
2020-04-22,Berlin,2020-04-22,BE,75.0,5312,963.0,2.058,0.028,43.0,8.0,105,0.219,8.746
2020-04-23,Berlin,2020-04-23,BE,12.0,5324,866.0,0.329,0.005,49.0,0.0,105,0.0,100.0
2020-04-24,Berlin,2020-04-24,BE,135.0,5459,892.0,3.704,0.057,59.0,7.0,112,0.192,10.74
2020-04-25,Berlin,2020-04-25,BE,66.0,5525,924.0,1.811,0.029,37.0,1.0,113,0.027,77.978
2020-04-26,Berlin,2020-04-26,BE,75.0,5600,932.0,2.058,0.037,20.0,10.0,123,0.274,8.174
2020-04-27,Berlin,2020-04-27,BE,38.0,5638,916.0,1.043,0.019,25.0,2.0,125,0.055,42.974
2020-04-28,Berlin,2020-04-28,BE,31.0,5669,821.0,0.851,0.016,34.0,2.0,127,0.055,43.667
2020-04-29,Berlin,2020-04-29,BE,65.0,5734,789.0,1.783,0.036,36.0,10.0,137,0.274,9.145
2020-04-30,Berlin,2020-04-30,BE,93.0,5827,761.0,2.552,0.055,24.0,10.0,147,0.274,9.839
2020-05-01,Berlin,2020-05-01,BE,60.0,5887,728.0,1.646,0.037,16.0,2.0,149,0.055,51.292
2020-05-02,Berlin,2020-05-02,BE,56.0,5943,747.0,1.536,0.036,18.0,3.0,152,0.082,34.772
2020-05-03,Berlin,2020-05-03,BE,33.0,5976,739.0,0.905,0.022,22.0,2.0,154,0.055,53.025
2020-05-04,Berlin,2020-05-04,BE,34.0,6010,698.0,0.933,0.024,28.0,0.0,154,0.0,100.0
2020-05-05,Berlin,2020-05-05,BE,32.0,6042,718.0,0.878,0.023,30.0,0.0,154,0.0,100.0
2020-05-06,Berlin,2020-05-06,BE,50.0,6092,633.0,1.372,0.036,28.0,5.0,159,0.137,21.694
2020-05-07,Berlin,2020-05-07,BE,57.0,6149,624.0,1.564,0.042,22.0,3.0,162,0.082,37.082
2020-05-08,Berlin,2020-05-08,BE,60.0,6209,609.0,1.646,0.046,17.0,1.0,163,0.027,100.0
2020-05-09,Berlin,2020-05-09,BE,33.0,6242,604.0,0.905,0.026,19.0,1.0,164,0.027,100.0
2020-05-10,Berlin,2020-05-10,BE,19.0,6261,592.0,0.521,0.016,28.0,1.0,165,0.027,100.0
2020-05-11,Berlin,2020-05-11,BE,11.0,6272,538.0,0.302,0.01,46.0,0.0,165,0.0,100.0
2020-05-12,Berlin,2020-05-12,BE,2.0,6274,447.0,0.055,0.002,71.0,0.0,165,0.0,100.0
2020-05-13,Berlin,2020-05-13,BE,24.0,6298,411.0,0.658,0.023,75.0,5.0,170,0.137,23.219
2020-05-14,Berlin,2020-05-14,BE,44.0,6342,399.0,1.207,0.045,44.0,3.0,173,0.082,39.624
2020-05-15,Berlin,2020-05-15,BE,55.0,6397,421.0,1.509,0.054,19.0,4.0,177,0.11,30.324
2020-05-16,Berlin,2020-05-16,BE,31.0,6428,418.0,0.851,0.033,16.0,4.0,181,0.11,31.017
2020-05-17,Berlin,2020-05-17,BE,19.0,6447,405.0,0.521,0.021,22.0,1.0,182,0.027,100.0
2020-03-18,Bavaria,2020-03-18,BY,,1243,,,,,,4,,0.0
2020-03-19,Bavaria,2020-03-19,BY,449.0,1692,,3.434,,,4.0,8,0.031,1.0
2020-03-20,Bavaria,2020-03-20,BY,709.0,2401,,5.422,,0.0,4.0,12,0.031,1.71
2020-03-21,Bavaria,2020-03-21,BY,559.0,2960,,4.275,,0.0,7.0,19,0.054,1.508
2020-03-22,Bavaria,2020-03-22,BY,690.0,3650,,5.277,,0.0,2.0,21,0.015,6.926
2020-03-23,Bavaria,2020-03-23,BY,1242.0,4892,,9.498,,0.0,5.0,26,0.038,3.246
2020-03-24,Bavaria,2020-03-24,BY,862.0,5754,,6.592,,0.0,4.0,30,0.031,4.844
2020-03-25,Bavaria,2020-03-25,BY,804.0,6558,,6.148,,0.0,-30.0,0,-0.229,0.0
2020-03-26,Bavaria,2020-03-26,BY,1435.0,7993,,10.974,,0.0,47.0,47,0.359,0.0
2020-03-27,Bavaria,2020-03-27,BY,1488.0,9481,,11.379,,0.0,8.0,55,0.061,4.41
2020-03-28,Bavaria,2020-03-28,BY,1669.0,11150,,12.763,,0.0,22.0,77,0.168,2.06
2020-03-29,Bavaria,2020-03-29,BY,1731.0,12881,,13.237,,0.0,30.0,107,0.229,2.107
2020-03-30,Bavaria,2020-03-30,BY,1108.0,13989,12746.0,8.473,,0.0,20.0,127,0.153,4.045
2020-03-31,Bavaria,2020-03-31,BY,821.0,14810,13118.0,6.278,,0.0,35.0,162,0.268,2.848
2020-04-01,Bavaria,2020-04-01,BY,1687.0,16497,14096.0,12.901,,0.0,63.0,225,0.482,2.11
2020-04-02,Bavaria,2020-04-02,BY,1999.0,18496,15536.0,15.287,,0.0,43.0,268,0.329,3.963
2020-04-03,Bavaria,2020-04-03,BY,1741.0,20237,16587.0,13.314,,0.0,39.0,307,0.298,5.102
2020-04-04,Bavaria,2020-04-04,BY,1671.0,21908,17016.0,12.778,,0.0,42.0,349,0.321,5.406
2020-04-05,Bavaria,2020-04-05,BY,1938.0,23846,18092.0,14.82,,0.0,47.0,396,0.359,5.486
2020-04-06,Bavaria,2020-04-06,BY,1128.0,24974,18416.0,8.626,,0.0,41.0,437,0.314,7.036
2020-04-07,Bavaria,2020-04-07,BY,1189.0,26163,18170.0,9.093,,0.0,44.0,481,0.336,7.225
2020-04-08,Bavaria,2020-04-08,BY,1401.0,27564,18083.0,10.714,,0.0,83.0,564,0.635,4.354
2020-04-09,Bavaria,2020-04-09,BY,1263.0,28827,17677.0,9.658,0.048,4.0,71.0,635,0.543,5.846
2020-04-10,Bavaria,2020-04-10,BY,1536.0,30363,17482.0,11.746,0.057,11.0,68.0,703,0.52,6.814
2020-04-11,Bavaria,2020-04-11,BY,1090.0,31453,17464.0,8.335,0.039,15.0,44.0,747,0.336,11.418
2020-04-12,Bavaria,2020-04-12,BY,829.0,32282,17472.0,6.34,0.029,18.0,39.0,786,0.298,13.62
2020-04-13,Bavaria,2020-04-13,BY,733.0,33015,16518.0,5.605,0.026,23.0,34.0,820,0.26,16.368
2020-04-14,Bavaria,2020-04-14,BY,554.0,33569,15073.0,4.237,0.02,29.0,52.0,872,0.398,11.273
2020-04-15,Bavaria,2020-04-15,BY,725.0,34294,14057.0,5.544,0.026,31.0,82.0,954,0.627,7.712
2020-04-16,Bavaria,2020-04-16,BY,848.0,35142,13234.0,6.485,0.031,28.0,95.0,1049,0.726,7.302
2020-04-17,Bavaria,2020-04-17,BY,885.0,36027,12181.0,6.768,0.033,24.0,88.0,1137,0.673,8.605
2020-04-18,Bavaria,2020-04-18,BY,854.0,36881,11907.0,6.531,0.032,22.0,61.0,1198,0.466,13.263
2020-04-19,Bavaria,2020-04-19,BY,526.0,37407,11244.0,4.022,0.02,25.0,58.0,1256,0.444,14.661
2020-04-20,Bavaria,2020-04-20,BY,442.0,37849,10285.0,3.38,0.018,32.0,30.0,1286,0.229,29.365
2020-04-21,Bavaria,2020-04-21,BY,461.0,38310,9483.0,3.525,0.019,37.0,50.0,1336,0.382,18.172
2020-04-22,Bavaria,2020-04-22,BY,504.0,38814,8451.0,3.854,0.021,36.0,88.0,1424,0.673,10.866
2020-04-23,Bavaria,2020-04-23,BY,581.0,39395,7942.0,4.443,0.026,32.0,52.0,1476,0.398,19.326
2020-04-24,Bavaria,2020-04-24,BY,544.0,39939,7657.0,4.16,0.026,28.0,49.0,1525,0.375,21.224
2020-04-25,Bavaria,2020-04-25,BY,608.0,40547,7532.0,4.649,0.031,26.0,41.0,1566,0.314,26.127
2020-04-26,Bavaria,2020-04-26,BY,365.0,40912,7343.0,2.791,0.02,27.0,30.0,1596,0.229,36.528
2020-04-27,Bavaria,2020-04-27,BY,158.0,41070,6776.0,1.208,0.009,42.0,25.0,1621,0.191,44.596
2020-04-28,Bavaria,2020-04-28,BY,336.0,41406,6264.0,2.569,0.021,55.0,60.0,1681,0.459,19.071
2020-04-29,Bavaria,2020-04-29,BY,424.0,41830,5803.0,3.242,0.028,42.0,73.0,1754,0.558,16.305
2020-04-30,Bavaria,2020-04-30,BY,250.0,42080,5199.0,1.912,0.018,31.0,45.0,1799,0.344,27.362
2020-05-01,Bavaria,2020-05-01,BY,409.0,42489,5082.0,3.128,0.031,32.0,51.0,1850,0.39,24.795
2020-05-02,Bavaria,2020-05-02,BY,169.0,42658,4809.0,1.292,0.014,34.0,35.0,1885,0.268,36.983
2020-05-03,Bavaria,2020-05-03,BY,134.0,42792,4482.0,1.025,0.012,45.0,25.0,1910,0.191,52.609
2020-05-04,Bavaria,2020-05-04,BY,205.0,42997,4183.0,1.568,0.02,51.0,16.0,1926,0.122,83.09
2020-05-05,Bavaria,2020-05-05,BY,165.0,43162,3767.0,1.262,0.017,43.0,23.0,1949,0.176,58.389
2020-05-06,Bavaria,2020-05-06,BY,209.0,43371,3432.0,1.598,0.022,38.0,52.0,2001,0.398,26.325
2020-05-07,Bavaria,2020-05-07,BY,287.0,43658,3111.0,2.195,0.032,32.0,49.0,2050,0.375,28.651
2020-05-08,Bavaria,2020-05-08,BY,247.0,43905,2993.0,1.889,0.029,25.0,64.0,2114,0.489,22.547
2020-05-09,Bavaria,2020-05-09,BY,264.0,44169,3099.0,2.019,0.034,23.0,33.0,2147,0.252,44.749
2020-05-10,Bavaria,2020-05-10,BY,96.0,44265,2859.0,0.734,0.013,30.0,6.0,2153,0.046,100.0
2020-05-11,Bavaria,2020-05-11,BY,103.0,44368,2538.0,0.788,0.015,43.0,2.0,2155,0.015,100.0
2020-05-12,Bavaria,2020-05-12,BY,225.0,44593,2513.0,1.721,0.035,42.0,27.0,2182,0.206,55.669
2020-05-13,Bavaria,2020-05-13,BY,209.0,44802,2313.0,1.598,0.033,27.0,27.0,2209,0.206,56.362
2020-05-14,Bavaria,2020-05-14,BY,178.0,44980,2322.0,1.361,0.03,22.0,20.0,2229,0.153,76.904
2020-05-15,Bavaria,2020-05-15,BY,163.0,45143,2351.0,1.246,0.029,23.0,31.0,2260,0.237,50.185
2020-05-16,Bavaria,2020-05-16,BY,197.0,45340,2343.0,1.506,0.038,23.0,13.0,2273,0.099,100.0
2020-05-17,Bavaria,2020-05-17,BY,87.0,45427,2265.0,0.665,0.018,25.0,10.0,2283,0.076,100.0
2020-03-18,Mecklenburg-Western Pomerania,2020-03-18,MV,,56,,,,,,0,,0.0
2020-03-19,Mecklenburg-Western Pomerania,2020-03-19,MV,42.0,98,,2.609,,,0.0,0,0.0,0.0
2020-03-20,Mecklenburg-Western Pomerania,2020-03-20,MV,33.0,131,,2.05,,0.0,0.0,0,0.0,0.0
2020-03-21,Mecklenburg-Western Pomerania,2020-03-21,MV,34.0,165,,2.112,,0.0,0.0,0,0.0,0.0
2020-03-22,Mecklenburg-Western Pomerania,2020-03-22,MV,7.0,172,,0.435,,0.0,0.0,0,0.0,0.0
2020-03-23,Mecklenburg-Western Pomerania,2020-03-23,MV,0.0,172,,0.0,,0.0,0.0,0,0.0,0.0
2020-03-24,Mecklenburg-Western Pomerania,2020-03-24,MV,27.0,199,,1.677,,0.0,0.0,0,0.0,0.0
2020-03-25,Mecklenburg-Western Pomerania,2020-03-25,MV,19.0,218,,1.18,,0.0,0.0,0,0.0,0.0
2020-03-26,Mecklenburg-Western Pomerania,2020-03-26,MV,26.0,244,,1.615,,0.0,0.0,0,0.0,0.0
2020-03-27,Mecklenburg-Western Pomerania,2020-03-27,MV,15.0,259,,0.932,,0.0,0.0,0,0.0,0.0
2020-03-28,Mecklenburg-Western Pomerania,2020-03-28,MV,49.0,308,,3.044,,0.0,0.0,0,0.0,0.0
2020-03-29,Mecklenburg-Western Pomerania,2020-03-29,MV,40.0,348,,2.485,,0.0,1.0,1,0.062,0.0
2020-03-30,Mecklenburg-Western Pomerania,2020-03-30,MV,8.0,356,300.0,0.497,,0.0,0.0,1,0.0,100.0
2020-03-31,Mecklenburg-Western Pomerania,2020-03-31,MV,10.0,366,268.0,0.621,,0.0,0.0,1,0.0,100.0
2020-04-01,Mecklenburg-Western Pomerania,2020-04-01,MV,40.0,406,275.0,2.485,,0.0,2.0,3,0.124,0.631
2020-04-02,Mecklenburg-Western Pomerania,2020-04-02,MV,32.0,438,273.0,1.988,,0.0,0.0,3,0.0,100.0
2020-04-03,Mecklenburg-Western Pomerania,2020-04-03,MV,30.0,468,296.0,1.864,,0.0,1.0,4,0.062,2.409
2020-04-04,Mecklenburg-Western Pomerania,2020-04-04,MV,33.0,501,329.0,2.05,,0.0,1.0,5,0.062,3.106
2020-04-05,Mecklenburg-Western Pomerania,2020-04-05,MV,22.0,523,324.0,1.367,,0.0,0.0,5,0.0,100.0
2020-04-06,Mecklenburg-Western Pomerania,2020-04-06,MV,5.0,528,310.0,0.311,,0.0,1.0,6,0.062,3.802
2020-04-07,Mecklenburg-Western Pomerania,2020-04-07,MV,3.0,531,287.0,0.186,,0.0,2.0,8,0.124,2.409
2020-04-08,Mecklenburg-Western Pomerania,2020-04-08,MV,24.0,555,296.0,1.491,,0.0,3.0,11,0.186,2.177
2020-04-09,Mecklenburg-Western Pomerania,2020-04-09,MV,17.0,572,264.0,1.056,0.034,5.0,0.0,11,0.0,100.0
2020-04-10,Mecklenburg-Western Pomerania,2020-04-10,MV,14.0,586,238.0,0.87,0.03,16.0,0.0,11,0.0,100.0
2020-04-11,Mecklenburg-Western Pomerania,2020-04-11,MV,15.0,601,245.0,0.932,0.033,22.0,0.0,11,0.0,100.0
2020-04-12,Mecklenburg-Western Pomerania,2020-04-12,MV,4.0,605,239.0,0.248,0.009,36.0,0.0,11,0.0,100.0
2020-04-13,Mecklenburg-Western Pomerania,2020-04-13,MV,13.0,618,212.0,0.808,0.03,49.0,0.0,11,0.0,100.0
2020-04-14,Mecklenburg-Western Pomerania,2020-04-14,MV,1.0,619,181.0,0.062,0.002,56.0,0.0,11,0.0,100.0
2020-04-15,Mecklenburg-Western Pomerania,2020-04-15,MV,5.0,624,156.0,0.311,0.012,71.0,0.0,11,0.0,100.0
2020-04-16,Mecklenburg-Western Pomerania,2020-04-16,MV,10.0,634,133.0,0.621,0.025,61.0,2.0,13,0.124,4.149
2020-04-17,Mecklenburg-Western Pomerania,2020-04-17,MV,0.0,634,111.0,0.0,0.0,54.0,0.0,13,0.0,100.0
2020-04-18,Mecklenburg-Western Pomerania,2020-04-18,MV,11.0,645,117.0,0.683,0.029,63.0,1.0,14,0.062,9.353
2020-04-19,Mecklenburg-Western Pomerania,2020-04-19,MV,6.0,651,120.0,0.373,0.018,47.0,1.0,15,0.062,10.047
2020-04-20,Mecklenburg-Western Pomerania,2020-04-20,MV,2.0,653,98.0,0.124,0.007,51.0,0.0,15,0.0,100.0
2020-04-21,Mecklenburg-Western Pomerania,2020-04-21,MV,2.0,655,83.0,0.124,0.007,85.0,0.0,15,0.0,100.0
2020-04-22,Mecklenburg-Western Pomerania,2020-04-22,MV,1.0,656,70.0,0.062,0.003,100.0,0.0,15,0.0,100.0
2020-04-23,Mecklenburg-Western Pomerania,2020-04-23,MV,3.0,659,58.0,0.186,0.012,90.0,0.0,15,0.0,100.0
2020-04-24,Mecklenburg-Western Pomerania,2020-04-24,MV,2.0,661,56.0,0.124,0.009,73.0,1.0,16,0.062,10.74
2020-04-25,Mecklenburg-Western Pomerania,2020-04-25,MV,6.0,667,49.0,0.373,0.031,59.0,0.0,16,0.0,100.0
2020-04-26,Mecklenburg-Western Pomerania,2020-04-26,MV,6.0,673,54.0,0.373,0.036,35.0,0.0,16,0.0,100.0
2020-04-27,Mecklenburg-Western Pomerania,2020-04-27,MV,1.0,674,50.0,0.062,0.007,40.0,0.0,16,0.0,100.0
2020-04-28,Mecklenburg-Western Pomerania,2020-04-28,MV,1.0,675,41.0,0.062,0.007,80.0,1.0,17,0.062,11.433
2020-04-29,Mecklenburg-Western Pomerania,2020-04-29,MV,12.0,687,53.0,0.745,0.083,77.0,0.0,17,0.0,100.0
2020-04-30,Mecklenburg-Western Pomerania,2020-04-30,MV,3.0,690,45.0,0.186,0.023,37.0,0.0,17,0.0,100.0
2020-05-01,Mecklenburg-Western Pomerania,2020-05-01,MV,3.0,693,42.0,0.186,0.025,24.0,1.0,18,0.062,12.127
2020-05-02,Mecklenburg-Western Pomerania,2020-05-02,MV,2.0,695,42.0,0.124,0.019,31.0,0.0,18,0.0,100.0
